student_id,student_name,class_name,gender,subject,test_name,date_taken,marks_obtained,total_marks,percentage,previous_subject_percentage,subject_average,overall_average,attendance_percentage,subject_avg,risk_label,instruction,guidance
1059,Priya Verma,Mechanical Engineering,Male,History,Assessment 2,2026-02-18,69,100,69,91,69.0,75.0,79.0,69.0,sudden_drop,"Class: 9A, Subject: History, Score: 69% (previous: 88%), Attendance: 79%, Overall avg: 80%, Subject avg: 78%.",Amit's History dropped 19 points suddenly (88% → 69%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1060,Shreya Rao,Commerce,Female,Social Studies,Unit Test 3,2026-03-10,54,100,54,50,54.0,75.0,83.0,54.0,subject_weakness,"Class: 9B, Subject: Social Studies, Score: 54%, Attendance: 83%, Overall avg: 75%, Subject avg: 54%.",Student performing well (75%) except Social Studies (54% average). Need Social Studies specialization. PLAN: 1) One-on-one Social Studies coaching 2) Identify exact weak topics 3) Step-by-step problem solving practice 4) Visual learning materials for Social Studies 5) Weekly check-ins to track Social Studies improvement.
1061,Raj Gupta,Electrical Engineering,Male,Biology,Assessment 1,2026-03-02,94,100,94,90,94.0,93.0,95.0,94.0,no_risk,"Class: 10B, Subject: Biology, Score: 94%, Attendance: 95%, Overall avg: 93%.",✅ Outstanding Biology achievement (94%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1062,Vikram Rao,Psychology,Male,Biology,Chapter Quiz,2026-02-19,52,100,52,62,52.0,79.0,82.0,52.0,subject_weakness,"Class: 10A, Subject: Biology, Score: 52%, Attendance: 82%, Overall avg: 79%, Subject avg: 52%.",Clear strength-weakness pattern: 79% average overall but only 52% in Biology. Biology is holding back potential. CORRECTIVE MEASURES: 1) Immediate Biology tutoring start 2) Master fundamentals first 3) Daily 20-30 min focused practice 4) Problem-solving competitions to build confidence 5) Re-test after 2 weeks.
1063,Vikram Nair,Economics,Male,Science,Unit Test 3,2026-02-24,59,100,59,68,59.0,83.0,86.0,59.0,subject_weakness,"Class: 8B, Subject: Science, Score: 59%, Attendance: 86%, Overall avg: 83%, Subject avg: 59%.",Student performing well (83%) except Science (59% average). Need Science specialization. PLAN: 1) One-on-one Science coaching 2) Identify exact weak topics 3) Step-by-step problem solving practice 4) Visual learning materials for Science 5) Weekly check-ins to track Science improvement.
1064,Shreya Sharma,Information Technology,Female,Chemistry,Assessment 2,2026-03-09,81,100,81,84,81.0,83.0,95.0,81.0,no_risk,"Class: 8A, Subject: Chemistry, Score: 81%, Attendance: 95%, Overall avg: 83%.",✅ Chemistry performing at 81% - exactly where we want to see! Strong foundations with 95% attendance. SUGGESTIONS: 1) Introduce enrichment materials 2) Problem-solving challenges 3) Subject clubs participation 4) Consider as career-path indicator.
1065,Sanjay Verma,Economics,Male,Physics,Pre-Board Exam,2026-02-15,78,100,78,91,78.0,75.0,71.0,78.0,gradual_decline,"Class: 8B, Subject: Physics, Scores history: 91% → 83% → 78%. Attendance: 71%, Overall avg: 87%, Subject avg: 84%.",Physics scores declining steadily: 91% → 83% → 78%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1066,Karan Verma,Electronics & Communication,Male,Biology,Assessment 1,2026-03-10,53,100,53,72,53.0,75.0,78.0,53.0,sudden_drop,"Class: 9B, Subject: Biology, Score: 53% (previous: 81%), Attendance: 78%, Overall avg: 59%, Subject avg: 67%.",Biology 28% sudden drop with 78% attendance detected. INTERVENTION: 1) If attendance issue: mandatory attendance plan 2) If academic: intensive tutoring + daily practice 3) If personal: counseling referral 4) Reassess after 1 week.
1067,Nisha Khan,Biotechnology,Female,Science,Formative Test,2026-03-11,89,100,89,94,89.0,75.0,78.0,89.0,gradual_decline,"Class: 8A, Subject: Science, Scores history: 92% → 84% → 74%. Attendance: 78%, Overall avg: 64%, Subject avg: 83%.",Gradual Science decline detected: 92% → 84% → 74%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1068,Aditya Patel,Mechanical Engineering,Male,Math,Formative Test,2026-02-13,58,100,58,63,58.0,83.0,87.0,58.0,subject_weakness,"Class: 10B, Subject: Math, Score: 58%, Attendance: 87%, Overall avg: 83%, Subject avg: 58%.",Strong overall student (83% average) but Math is weak point (58%). Clear subject gap requiring focused intervention. STRATEGY: 1) Dedicated Math tutor immediately 2) Daily Math practice (minimum 45 minutes) 3) Group sessions focusing only on Math 4) Weekly Math-only assessments 5) Identify and fix conceptual gaps.
1069,Vikram Bhat,Computer Science & Engineering,Male,Chemistry,Assessment 2,2026-02-22,51,100,51,59,51.0,77.0,88.0,51.0,subject_weakness,"Class: 10B, Subject: Chemistry, Score: 51%, Attendance: 88%, Overall avg: 77%, Subject avg: 51%.",Clear strength-weakness pattern: 77% average overall but only 51% in Chemistry. Chemistry is holding back potential. CORRECTIVE MEASURES: 1) Immediate Chemistry tutoring start 2) Master fundamentals first 3) Daily 20-30 min focused practice 4) Problem-solving competitions to build confidence 5) Re-test after 2 weeks.
1070,Anjali Rao,Psychology,Female,Science,Chapter Quiz,2026-02-20,87,100,87,101,87.0,75.0,88.0,87.0,gradual_decline,"Class: 9B, Subject: Science, Scores history: 84% → 75% → 69%. Attendance: 88%, Overall avg: 67%, Subject avg: 76%.",Science scores declining steadily: 84% → 75% → 69%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1071,Nisha Singh,Electronics & Communication,Female,Physics,Performance Test,2026-03-12,46,100,46,64,46.0,75.0,82.0,46.0,sudden_drop,"Class: 8A, Subject: Physics, Score: 46% (previous: 74%), Attendance: 82%, Overall avg: 61%, Subject avg: 60%.",Sudden 28% drop in Physics (74% to 46%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1072,Meera Singh,Electrical Engineering,Female,Science,Chapter Quiz,2026-02-19,77,100,77,75,77.0,76.0,92.0,77.0,no_risk,"Class: 10B, Subject: Science, Score: 77%, Attendance: 92%, Overall avg: 76%.",✅ Science performing at 77% - exactly where we want to see! Strong foundations with 92% attendance. SUGGESTIONS: 1) Introduce enrichment materials 2) Problem-solving challenges 3) Subject clubs participation 4) Consider as career-path indicator.
1073,Arjun Rao,Mechanical Engineering,Male,History,Assessment 1,2026-03-15,51,100,51,60,51.0,76.0,92.0,51.0,subject_weakness,"Class: 8A, Subject: History, Score: 51%, Attendance: 92%, Overall avg: 76%, Subject avg: 51%.",History underperformance (51%) despite strong overall 76% average indicates specific subject difficulty. ACTION: 1) Hire specialized History tutor 2) Practice 30+ problems weekly in weak topics 3) Concept map creation for each History chapter 4) Monitor confidence levels 5) Adjust learning method if needed.
1074,Karan Gupta,Electronics & Communication,Male,English,Chapter Quiz,2026-03-13,50,100,50,51,50.0,73.0,88.0,50.0,subject_weakness,"Class: 9A, Subject: English, Score: 50%, Attendance: 88%, Overall avg: 73%, Subject avg: 50%.",Student performing well (73%) except English (50% average). Need English specialization. PLAN: 1) One-on-one English coaching 2) Identify exact weak topics 3) Step-by-step problem solving practice 4) Visual learning materials for English 5) Weekly check-ins to track English improvement.
1075,Deepika Kulkarni,Mechanical Engineering,Female,Science,Chapter Quiz,2026-03-10,53,100,53,56,53.0,73.0,80.0,53.0,subject_weakness,"Class: 9B, Subject: Science, Score: 53%, Attendance: 80%, Overall avg: 73%, Subject avg: 53%.",Science underperformance (53%) despite strong overall 73% average indicates specific subject difficulty. ACTION: 1) Hire specialized Science tutor 2) Practice 30+ problems weekly in weak topics 3) Concept map creation for each Science chapter 4) Monitor confidence levels 5) Adjust learning method if needed.
1076,Rishabh Verma,Chemical Engineering,Male,Chemistry,Monthly Assessment,2026-03-14,40,100,40,55,40.0,75.0,75.0,40.0,gradual_decline,"Class: 10B, Subject: Chemistry, Scores history: 80% → 68% → 63%. Attendance: 75%, Overall avg: 69%, Subject avg: 70%.",3-test Chemistry decline pattern: 80% → 68% → 63%. Intervention needed before trend worsens. APPROACH: 1) Detailed chapter-wise weakness analysis 2) Targeted exercise sheets daily 3) Concept clarification sessions 4) Progress tracking with weekly tests.
1077,Isha Gupta,Electrical Engineering,Female,Physics,Formative Test,2026-03-10,76,100,76,80,76.0,80.0,90.0,76.0,no_risk,"Class: 10A, Subject: Physics, Score: 76%, Attendance: 90%, Overall avg: 80%.",✅ Outstanding Physics achievement (76%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1078,Isha Kumar,Business Administration,Female,Chemistry,Assessment 1,2026-02-15,94,100,94,95,94.0,89.0,88.0,94.0,no_risk,"Class: 8B, Subject: Chemistry, Score: 94%, Attendance: 88%, Overall avg: 89%.",✅ Strong consistent Chemistry performance (94%). Attendance excellent (88%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1079,Varun Verma,Psychology,Male,History,Unit Test 2,2026-03-04,59,100,59,59,59.0,87.0,78.0,59.0,subject_weakness,"Class: 10B, Subject: History, Score: 59%, Attendance: 78%, Overall avg: 87%, Subject avg: 59%.",Student performing well (87%) except History (59% average). Need History specialization. PLAN: 1) One-on-one History coaching 2) Identify exact weak topics 3) Step-by-step problem solving practice 4) Visual learning materials for History 5) Weekly check-ins to track History improvement.
1080,Meera Khan,Information Technology,Female,Social Studies,Formative Test,2026-03-08,89,100,89,98,89.0,75.0,89.0,89.0,gradual_decline,"Class: 9A, Subject: Social Studies, Scores history: 88% → 82% → 72%. Attendance: 89%, Overall avg: 65%, Subject avg: 80%.",Social Studies scores declining steadily: 88% → 82% → 72%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1081,Varun Bhat,Civil Engineering,Male,Physics,Chapter Quiz,2026-02-21,75,100,75,78,75.0,76.0,94.0,75.0,no_risk,"Class: 9B, Subject: Physics, Score: 75%, Attendance: 94%, Overall avg: 76%.",✅ Strong consistent Physics performance (75%). Attendance excellent (94%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1082,Neha Bhat,Information Technology,Female,Chemistry,Unit Test 1,2026-02-17,84,100,84,89,84.0,88.0,82.0,84.0,no_risk,"Class: 8A, Subject: Chemistry, Score: 84%, Attendance: 82%, Overall avg: 88%.",✅ Excellent performance in Chemistry (84%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1083,Shiva Bhat,Information Technology,Male,History,Assessment 2,2026-03-10,33,100,33,42,33.0,75.0,90.0,33.0,gradual_decline,"Class: 8B, Subject: History, Scores history: 87% → 79% → 67%. Attendance: 90%, Overall avg: 78%, Subject avg: 77%.",History scores declining steadily: 87% → 79% → 67%. This gradual slip could lead to bigger problems if not addressed. PLAN: 1) Identify exact topics causing decline 2) Daily focused practice on weak areas 3) Bi-weekly assessments to track progress 4) Parent communication about support at home.
1084,Anjali Khan,Electronics & Communication,Female,English,Unit Test 3,2026-03-08,80,100,80,92,80.0,75.0,70.0,80.0,gradual_decline,"Class: 9A, Subject: English, Scores history: 91% → 80% → 70%. Attendance: 70%, Overall avg: 80%, Subject avg: 80%.",3-test English decline pattern: 91% → 80% → 70%. Intervention needed before trend worsens. APPROACH: 1) Detailed chapter-wise weakness analysis 2) Targeted exercise sheets daily 3) Concept clarification sessions 4) Progress tracking with weekly tests.
1085,Nikhil Kulkarni,Psychology,Male,Physics,Pre-Board Exam,2026-02-26,63,100,63,89,63.0,75.0,93.0,63.0,sudden_drop,"Class: 10B, Subject: Physics, Score: 63% (previous: 81%), Attendance: 93%, Overall avg: 64%, Subject avg: 72%.",Amit's Physics dropped 18 points suddenly (81% → 63%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
1086,Varun Verma,Electrical Engineering,Male,Math,Unit Test 2,2026-03-04,42,100,42,53,42.0,75.0,62.0,42.0,gradual_decline,"Class: 10B, Subject: Math, Scores history: 76% → 69% → 63%. Attendance: 62%, Overall avg: 75%, Subject avg: 69%.","Math performance declining (76% → 69% → 63%). With 62% attendance, need to identify barriers. SOLUTION: 1) Review lecture notes missed (if attendance issue) 2) Intensive tutoring 3) Practice past papers 4) Check if personal/health issues affecting study."
1087,Shreya Verma,Biotechnology,Female,English,Unit Test 1,2026-02-27,42,100,42,51,42.0,75.0,88.0,42.0,gradual_decline,"Class: 8A, Subject: English, Scores history: 91% → 83% → 76%. Attendance: 88%, Overall avg: 88%, Subject avg: 83%.",Gradual English decline detected: 91% → 83% → 76%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1088,Anjali Nair,Psychology,Female,English,Assessment 2,2026-02-22,75,100,75,83,75.0,75.0,61.0,75.0,gradual_decline,"Class: 10B, Subject: English, Scores history: 92% → 83% → 77%. Attendance: 61%, Overall avg: 70%, Subject avg: 84%.",Gradual English decline detected: 92% → 83% → 77%. Pattern shows consistent downward trend across 3 tests. ACTION: 1) Root cause analysis (fatigue? difficult content?) 2) Stop decline immediately through targeted practice 3) Weekly mini-tests to track recovery 4) Adjust study methods if current approach failing.
1089,Raj Sharma,Psychology,Male,Biology,Assessment 2,2026-03-05,59,100,59,86,59.0,75.0,81.0,59.0,sudden_drop,"Class: 10A, Subject: Biology, Score: 59% (previous: 94%), Attendance: 81%, Overall avg: 75%, Subject avg: 76%.",Critical alert: Biology score plummeted (35% drop). Attendance is 81% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1090,Shreya Rao,Mechanical Engineering,Female,Physics,Performance Test,2026-02-26,56,100,56,56,56.0,90.0,76.0,56.0,subject_weakness,"Class: 8B, Subject: Physics, Score: 56%, Attendance: 76%, Overall avg: 90%, Subject avg: 56%.",Strong overall student (90% average) but Physics is weak point (56%). Clear subject gap requiring focused intervention. STRATEGY: 1) Dedicated Physics tutor immediately 2) Daily Physics practice (minimum 45 minutes) 3) Group sessions focusing only on Physics 4) Weekly Physics-only assessments 5) Identify and fix conceptual gaps.
1091,Ananya Khan,Economics,Female,Biology,Chapter Quiz,2026-02-16,90,100,90,92,90.0,91.0,84.0,90.0,no_risk,"Class: 8A, Subject: Biology, Score: 90%, Attendance: 84%, Overall avg: 91%.",✅ Strong consistent Biology performance (90%). Attendance excellent (84%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1092,Amit Kumar,Psychology,Male,Chemistry,Performance Test,2026-02-20,51,100,51,46,51.0,83.0,91.0,51.0,subject_weakness,"Class: 10B, Subject: Chemistry, Score: 51%, Attendance: 91%, Overall avg: 83%, Subject avg: 51%.",Chemistry underperformance (51%) despite strong overall 83% average indicates specific subject difficulty. ACTION: 1) Hire specialized Chemistry tutor 2) Practice 30+ problems weekly in weak topics 3) Concept map creation for each Chemistry chapter 4) Monitor confidence levels 5) Adjust learning method if needed.
1093,Varun Nair,Civil Engineering,Male,English,Unit Test 2,2026-02-24,53,100,53,54,53.0,79.0,78.0,53.0,subject_weakness,"Class: 10A, Subject: English, Score: 53%, Attendance: 78%, Overall avg: 79%, Subject avg: 53%.",Student performing well (79%) except English (53% average). Need English specialization. PLAN: 1) One-on-one English coaching 2) Identify exact weak topics 3) Step-by-step problem solving practice 4) Visual learning materials for English 5) Weekly check-ins to track English improvement.
1094,Varun Singh,Commerce,Male,Math,Pre-Board Exam,2026-02-24,82,100,82,92,82.0,86.0,90.0,82.0,no_risk,"Class: 8B, Subject: Math, Score: 82%, Attendance: 90%, Overall avg: 86%.",✅ Strong consistent Math performance (82%). Attendance excellent (90%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1095,Ananya Khan,Biotechnology,Female,Science,Assessment 2,2026-03-04,76,100,76,82,76.0,80.0,94.0,76.0,no_risk,"Class: 10B, Subject: Science, Score: 76%, Attendance: 94%, Overall avg: 80%.",✅ Science performing at 76% - exactly where we want to see! Strong foundations with 94% attendance. SUGGESTIONS: 1) Introduce enrichment materials 2) Problem-solving challenges 3) Subject clubs participation 4) Consider as career-path indicator.
1096,Neha Kulkarni,Electronics & Communication,Female,Physics,Performance Test,2026-03-07,90,100,90,85,90.0,89.0,94.0,90.0,no_risk,"Class: 8B, Subject: Physics, Score: 90%, Attendance: 94%, Overall avg: 89%.",✅ Physics mastery shown (90% with 94% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in Physics 3) Mentoring weaker students 4) Competitive exam preparation.
1097,Shreya Kumar,Civil Engineering,Female,Biology,Formative Test,2026-03-03,56,100,56,56,56.0,83.0,83.0,56.0,subject_weakness,"Class: 10B, Subject: Biology, Score: 56%, Attendance: 83%, Overall avg: 83%, Subject avg: 56%.",Biology underperformance (56%) despite strong overall 83% average indicates specific subject difficulty. ACTION: 1) Hire specialized Biology tutor 2) Practice 30+ problems weekly in weak topics 3) Concept map creation for each Biology chapter 4) Monitor confidence levels 5) Adjust learning method if needed.
1098,Sanjay Desai,Business Administration,Male,Science,Chapter Quiz,2026-02-19,54,100,54,73,54.0,75.0,57.0,54.0,sudden_drop,"Class: 10A, Subject: Science, Score: 54% (previous: 73%), Attendance: 57%, Overall avg: 71%, Subject avg: 63%.",Sudden 19% drop in Science (73% to 54%)! This steep decline needs urgent action. STEPS: 1) Diagnose exact weak topic 2) Daily 30-minute focused practice 3) Tutoring support this week 4) Re-test in 5 days to check improvement.
1099,Neha Nair,Chemical Engineering,Female,Biology,Unit Test 2,2026-03-02,60,100,60,64,60.0,76.0,95.0,60.0,subject_weakness,"Class: 10B, Subject: Biology, Score: 60%, Attendance: 95%, Overall avg: 76%, Subject avg: 60%.",Strong overall student (76% average) but Biology is weak point (60%). Clear subject gap requiring focused intervention. STRATEGY: 1) Dedicated Biology tutor immediately 2) Daily Biology practice (minimum 45 minutes) 3) Group sessions focusing only on Biology 4) Weekly Biology-only assessments 5) Identify and fix conceptual gaps.
1100,Jatin Gupta,Electrical Engineering,Male,English,Assessment 1,2026-03-05,60,100,60,57,60.0,88.0,82.0,60.0,subject_weakness,"Class: 10B, Subject: English, Score: 60%, Attendance: 82%, Overall avg: 88%, Subject avg: 60%.",Student excels generally (88% overall) but struggles in English (60% average). English seems to be learning block. INTENSIVE PLAN: 1) Root cause analysis (anxiety? conceptual block?) 2) Behavior-specific tutoring 3) Simplified English materials 4) Bi-weekly progress tests 5) Peer mentoring in English.
1101,Meera Gupta,Psychology,Female,Chemistry,Assessment 2,2026-02-22,83,100,83,84,83.0,90.0,91.0,83.0,no_risk,"Class: 8A, Subject: Chemistry, Score: 83%, Attendance: 91%, Overall avg: 90%.",✅ Outstanding Chemistry achievement (83%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1102,Deepika Khan,Biotechnology,Female,Physics,Performance Test,2026-02-21,89,100,89,99,89.0,90.0,86.0,89.0,no_risk,"Class: 8A, Subject: Physics, Score: 89%, Attendance: 86%, Overall avg: 90%.",✅ Strong consistent Physics performance (89%). Attendance excellent (86%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1103,Harsh Kumar,Commerce,Male,English,Mid Term Exam,2026-02-24,62,100,62,86,62.0,75.0,52.0,62.0,sudden_drop,"Class: 10B, Subject: English, Score: 62% (previous: 81%), Attendance: 52%, Overall avg: 78%, Subject avg: 71%.",Critical alert: English score plummeted (19% drop). Attendance is 52% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1104,Meera Bhat,Electronics & Communication,Female,Biology,Assessment 1,2026-03-11,92,100,92,102,92.0,90.0,82.0,92.0,no_risk,"Class: 9B, Subject: Biology, Score: 92%, Attendance: 82%, Overall avg: 90%.",✅ Biology mastery shown (92% with 82% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in Biology 3) Mentoring weaker students 4) Competitive exam preparation.
1105,Nisha Desai,Psychology,Female,History,Formative Test,2026-02-22,81,100,81,79,81.0,79.0,87.0,81.0,no_risk,"Class: 8A, Subject: History, Score: 81%, Attendance: 87%, Overall avg: 79%.",✅ Excellent performance in History (81%). Keep up strong work! RECOMMENDATIONS: 1) Introduce advanced challenge problems 2) Expand to Olympic-level content 3) Peer tutoring for struggling classmates 4) Consider subject specialization for competitive exams.
1106,Neha Bhat,Information Technology,Female,History,Assessment 1,2026-02-16,46,100,46,50,46.0,81.0,93.0,46.0,subject_weakness,"Class: 10A, Subject: History, Score: 46%, Attendance: 93%, Overall avg: 81%, Subject avg: 46%.",Student excels generally (81% overall) but struggles in History (46% average). History seems to be learning block. INTENSIVE PLAN: 1) Root cause analysis (anxiety? conceptual block?) 2) Behavior-specific tutoring 3) Simplified History materials 4) Bi-weekly progress tests 5) Peer mentoring in History.
1107,Priya Sharma,Computer Science & Engineering,Female,Physics,Performance Test,2026-02-19,87,100,87,84,87.0,94.0,98.0,87.0,no_risk,"Class: 8A, Subject: Physics, Score: 87%, Attendance: 98%, Overall avg: 94%.",✅ Outstanding Physics achievement (87%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1108,Meera Patel,Electronics & Communication,Female,Physics,Unit Test 3,2026-02-16,66,100,66,86,66.0,75.0,61.0,66.0,sudden_drop,"Class: 9B, Subject: Physics, Score: 66% (previous: 81%), Attendance: 61%, Overall avg: 85%, Subject avg: 73%.",Critical alert: Physics score plummeted (15% drop). Attendance is 61% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1109,Deepika Bhat,Computer Science & Engineering,Female,Physics,Unit Test 2,2026-03-05,55,100,55,55,55.0,90.0,91.0,55.0,subject_weakness,"Class: 8A, Subject: Physics, Score: 55%, Attendance: 91%, Overall avg: 90%, Subject avg: 55%.",Student excels generally (90% overall) but struggles in Physics (55% average). Physics seems to be learning block. INTENSIVE PLAN: 1) Root cause analysis (anxiety? conceptual block?) 2) Behavior-specific tutoring 3) Simplified Physics materials 4) Bi-weekly progress tests 5) Peer mentoring in Physics.
1110,Amit Singh,Information Technology,Male,History,Assessment 1,2026-02-16,35,100,35,42,35.0,75.0,71.0,35.0,gradual_decline,"Class: 10B, Subject: History, Scores history: 86% → 78% → 68%. Attendance: 71%, Overall avg: 59%, Subject avg: 77%.",3-test History decline pattern: 86% → 78% → 68%. Intervention needed before trend worsens. APPROACH: 1) Detailed chapter-wise weakness analysis 2) Targeted exercise sheets daily 3) Concept clarification sessions 4) Progress tracking with weekly tests.
1111,Varun Kumar,Chemical Engineering,Male,Social Studies,Pre-Board Exam,2026-03-12,52,100,52,62,52.0,86.0,85.0,52.0,subject_weakness,"Class: 8B, Subject: Social Studies, Score: 52%, Attendance: 85%, Overall avg: 86%, Subject avg: 52%.",Student excels generally (86% overall) but struggles in Social Studies (52% average). Social Studies seems to be learning block. INTENSIVE PLAN: 1) Root cause analysis (anxiety? conceptual block?) 2) Behavior-specific tutoring 3) Simplified Social Studies materials 4) Bi-weekly progress tests 5) Peer mentoring in Social Studies.
1112,Shiva Gupta,Electrical Engineering,Male,Math,Unit Test 3,2026-03-03,90,100,90,99,90.0,89.0,97.0,90.0,no_risk,"Class: 10A, Subject: Math, Score: 90%, Attendance: 97%, Overall avg: 89%.",✅ Math mastery shown (90% with 97% attendance). Stable and reliable performance. ENHANCEMENT: 1) Move to advanced curriculum 2) Project-based learning in Math 3) Mentoring weaker students 4) Competitive exam preparation.
1113,Vikram Sharma,Mechanical Engineering,Male,English,Pre-Board Exam,2026-03-05,78,100,78,79,78.0,77.0,92.0,78.0,no_risk,"Class: 10A, Subject: English, Score: 78%, Attendance: 92%, Overall avg: 77%.",✅ Outstanding English achievement (78%). Consistent excellence demonstrated. OPPORTUNITIES: 1) Fast-track to advanced topics 2) Subject-specific clubs/competitions 3) Advanced placement consideration 4) Leverage as strength subject.
1114,Swati Desai,Electronics & Communication,Female,Biology,Unit Test 1,2026-03-03,61,100,61,76,61.0,75.0,64.0,61.0,sudden_drop,"Class: 8A, Subject: Biology, Score: 61% (previous: 83%), Attendance: 64%, Overall avg: 72%, Subject avg: 72%.",Critical alert: Biology score plummeted (22% drop). Attendance is 64% - could be factor. MUST DO: 1) Parent-teacher meeting if attendance low 2) One-on-one tutoring immediately 3) Catch-up material and daily practice 4) Weekly follow-ups to ensure recovery.
1115,Kavya Rao,Economics,Female,Social Studies,Unit Test 1,2026-02-28,78,100,78,86,78.0,75.0,80.0,78.0,gradual_decline,"Class: 8B, Subject: Social Studies, Scores history: 87% → 80% → 68%. Attendance: 80%, Overall avg: 60%, Subject avg: 78%.",Downward trend in Social Studies: 87% → 80% → 68%. Student losing momentum. CORRECTIVE STEPS: 1) Increase practice frequency 2) Find study partner or tutor 3) Break complex topics into smaller parts 4) Daily revision schedule starting tomorrow 5) Re-motivate with positive reinforcement.
1116,Anjali Patel,Biotechnology,Female,English,Assessment 1,2026-02-16,95,100,95,95,95.0,94.0,95.0,95.0,no_risk,"Class: 9B, Subject: English, Score: 95%, Attendance: 95%, Overall avg: 94%.",✅ Strong consistent English performance (95%). Attendance excellent (95%). Continue current strategy! NEXT: 1) Advanced problem-solving practice 2) Subject competitions participation 3) Higher-order thinking activities 4) Consider this as strong subject for future focus.
1117,Jatin Singh,Information Technology,Male,Math,Formative Test,2026-02-22,64,100,64,93,64.0,75.0,83.0,64.0,sudden_drop,"Class: 8A, Subject: Math, Score: 64% (previous: 86%), Attendance: 83%, Overall avg: 75%, Subject avg: 75%.",Math performance fell 22 points abruptly. This significant decline requires prompt intervention. ACTION PLAN: 1) Review recent Math lessons together 2) Create a focused study schedule 3) Arrange peer tutoring or additional support 4) Monitor next test carefully for improvement signs.
1118,Priya Verma,Electronics & Communication,Male,Chemistry,Monthly Assessment,2026-02-27,45,100,45,66,45.0,75.0,77.0,45.0,sudden_drop,"Class: 8B, Subject: Chemistry, Score: 45% (previous: 70%), Attendance: 77%, Overall avg: 48%, Subject avg: 57%.",Amit's Chemistry dropped 25 points suddenly (70% → 45%). This large drop suggests struggling with specific content or personal issues. IMMEDIATE ACTION: 1) Identify the struggling topic urgently 2) Schedule one-on-one tutoring session this week 3) Assign targeted practice problems on weak areas 4) Follow up with student on any personal challenges.
